hip,proper,ra,dec,mag,dist,spect,ci,con,bayer
5550,,1.186189,37.724121,5.8,242.1308,B7III-IV,-0.095,And,
5566,,1.190428,64.202677,5.56,124.0695,B9.5V,-0.052,Cas,
5571,,1.190894,21.03465,4.66,117.6471,K0III,1.024,Psc,Chi
5575,,1.191381,10.291908,6.49,132.4503,G5,0.891,Psc,
5586,,1.194342,30.089638,4.51,51.7598,K0III-IV...,1.092,Psc,Tau
5589,,1.194829,65.018854,5.57,119.0476,B9IV,-0.072,Cas,
5594,,1.195419,-2.251079,5.93,171.8213,K4III,1.403,Cet,
5626,,1.204601,79.673963,5.6,82.85,A3V,0.008,Cep,
5650,,1.209465,45.337531,6.13,193.7984,M1III,1.652,And,
5661,,1.212616,-37.856479,5.95,69.3963,A9IV: (+F/G),0.281,Scl,
5679,,1.21652,30.064229,6.24,116.0093,G1V...,0.98,Psc,
5688,,1.219398,61.706188,6.4,201.6129,B9V,0.018,Cas,
5737,Revati,1.228857,7.575354,5.21,53.3049,A7IV,0.32,Psc,Zet
5742,,1.229152,24.583713,4.67,136.7989,K0III...,1.047,Psc,Phi
5743,Revati B,1.22924,7.578261,6.44,93.985,F7V,0.492,Psc,Zet
5772,,1.234695,28.529575,6.33,408.1633,M2S SB,1.684,Psc,
5778,,1.235453,16.133479,5.97,139.47,B8III,-0.082,Psc,
5799,,1.240011,-7.922826,5.14,23.3863,F5V,0.448,Cet,
5824,,1.245109,6.995136,6.04,159.2357,G6III:,1.081,Psc,
5833,,1.246992,-0.973795,5.7,42.9185,F5V,0.428,Cet,
5862,,1.253043,-45.531664,4.97,15.1149,F8V,0.571,Phe,Nu
5896,,1.262704,-68.875927,4.25,20.9556,F6IV,0.48,Tuc,Kap
5926,,1.269972,71.743842,5.87,847.4576,K1V,2.042,Cas,
5928,,1.270176,87.145496,6.2,106.9519,K2III:,1.114,Cep,
5936,,1.271922,33.11472,6.04,106.7236,K1III,1.163,Psc,
5947,,1.275281,79.910013,6.27,72.6216,F5Vs,0.44,Cep,
5951,,1.276747,-2.500368,5.42,80.5802,G5III-IVe,0.888,Cet,
5992,,1.284364,-66.397854,6.23,94.2507,A0V,0.052,Tuc,
5993,,1.284739,44.901992,6.11,214.1328,K5,1.59,And,
6025,,1.290033,31.744617,6.36,85.1064,K0,1.132,Psc,
6061,,1.296654,3.614466,5.13,75.3012,A3V,0.071,Psc,
6087,,1.302818,47.419706,6.29,662.2517,K0,1.357,And,
6093,,1.303858,57.803166,6.39,348.4321,M5,1.589,Cas,
6140,,1.313058,37.386275,6.44,128.5347,A5m,0.233,And,
6193,,1.324443,27.264059,4.74,94.4287,A3V,0.032,Psc,Ups
6226,,1.330082,-0.509029,5.87,100.7049,A7V...,0.635,Cet,
6242,,1.334699,58.231611,4.95,100000.0,F0Ia,0.683,Cas,Phi
6261,,1.338733,77.570682,6.31,126.4223,G5III...,0.912,Cas,
6272,,1.341058,-11.238999,6.16,112.2334,K1III,1.102,Cet,
6283,,1.342937,-3.24699,6.26,137.1742,K1III,1.013,Cet,
6312,,1.35145,64.658131,6.33,78.125,A2Vnn,0.113,Cas,
6315,,1.352047,28.738207,5.23,107.4114,K5III,1.396,Psc,
6378,,1.366383,76.238804,6.37,76.0456,F0IVn,0.283,Cas,
6411,Adhil,1.372337,45.528778,4.87,65.7462,K0III-IV,1.077,And,Xi
6427,,1.375134,-19.081208,6.35,61.5006,F5/F6V,0.493,Cet,
6429,,1.376342,-0.449673,6.5,137.3626,K0III:,1.079,Cet,
6432,,1.376931,1.726332,6.21,212.3142,M0III,1.482,Cet,
6486,,1.389264,58.142994,6.36,58.8235,F4V,0.457,Cas,
6492,,1.390264,20.468967,5.97,306.7485,K5,1.677,Psc,
6502,,1.391933,-30.945617,5.84,299.4012,M0III,1.612,Scl,
6512,,1.393735,34.245887,6.28,56.6572,G8IV,0.829,And,
6514,,1.394612,37.714943,5.6,63.857,A1m,0.276,And,
6522,,1.396337,78.726056,6.07,100000.0,A0Iab,0.389,Cep,
6537,,1.40039,-8.183257,3.6,34.8918,K0III,1.065,Cet,The
6539,,1.400705,-8.007416,6.21,67.5219,F0V,0.235,Cet,
6564,,1.405695,-6.914656,5.92,46.6418,F4V,0.407,Cet,
6589,,1.411092,-15.660468,6.17,118.624,G8III/IV,0.924,Cet,
6592,,1.411329,-41.492549,5.42,72.2543,K0III,1.03,Phe,
6595,,1.411644,-44.528575,6.26,259.0674,K1II,1.122,Phe,
6605,,1.413522,-2.84859,6.17,76.3359,G8III,0.959,Cet,
6631,,1.418136,-64.369478,5.92,277.0083,M0III,1.561,Hyi,
6669,,1.426577,23.511519,6.18,68.0735,F5III,0.447,Psc,
6670,,1.427009,-14.598796,4.9,88.1834,K2III,1.231,Cet,
6685,,1.42953,70.979887,6.34,145.1379,A0Vnn,-0.011,Cas,
6686,Ruchbah,1.430216,60.235283,2.66,30.4785,A5Vv SB,0.16,Cas,Del
6687,,1.431212,-3.927391,6.5,96.5251,K0,1.348,Cet,
6692,,1.432208,68.130012,4.72,59.8086,K0III,1.047,Cas,Psi
6702,,1.435765,34.5797,6.34,36.062,F7V,0.5,And,
6706,,1.437573,19.172346,5.35,25.2143,F2V:var,0.395,Psc,Rho
6711,,1.438517,43.457739,5.98,41.7188,F7V,0.52,And,
6714,,1.439887,20.070804,6.44,95.3289,K0,0.947,Psc,
6717,,1.44093,-0.399034,6.42,250.0,K0IV,1.241,Cet,
6732,,1.44491,19.240422,5.5,85.5432,K1III,1.106,Psc,
6748,,1.447657,-13.056512,5.51,37.4672,F0V,0.321,Cet,
6776,,1.451752,34.377552,6.27,40.7997,F7IVsvar,0.453,And,
6789,,1.456475,-22.338232,6.43,128.3697,K0/K1III,1.122,Cet,
6794,,1.457409,41.101158,6.42,53.2198,Am...,0.311,And,
6813,,1.460915,45.406687,4.83,28.6205,F5IV,0.421,And,Ome
6822,,1.462928,-10.901582,6.13,118.2033,K0,1.32,Cet,
6867,,1.472759,-43.318234,3.41,71.6332,K5II-III,1.542,Phe,Gam
6868,,1.473032,7.961353,6.22,114.5475,K1IIIvar,1.114,Psc,
6952,,1.491816,-46.756422,6.25,310.559,M3III,1.658,Phe,
6960,,1.49337,-21.629339,5.11,71.3776,A0V,0.028,Cet,
6971,,1.495226,-25.617749,6.37,168.9189,K1III,1.141,Scl,
6981,,1.498017,18.355669,6.01,146.1988,A4IV,0.162,Psc,
6999,,1.501695,47.007274,5.27,90.1713,K0III,0.999,And,
7007,,1.503087,6.14382,4.84,93.1966,K4III,1.372,Psc,Mu
7016,,1.506362,-26.207851,5.92,137.931,K2III,1.327,Scl,
7050,,1.51446,66.098087,6.15,93.8086,A2Vs,0.07,Cas,
7078,,1.520444,70.264604,5.82,28.9771,F6V,0.489,Cas,
7083,,1.520851,-49.072702,3.93,43.573,K0III-IV,0.972,Phe,Del
7097,Alpherg,1.524725,15.345823,3.62,107.1811,G8III,0.974,Psc,Eta
7115,,1.527502,-45.575712,6.17,104.712,A2V,0.066,Phe,
7118,,1.52868,-30.283081,5.79,102.3541,K0III,1.073,Scl,
7147,,1.535438,34.799962,6.39,255.7545,B7IIIMNp...,-0.103,Tri,
7189,,1.543438,-49.727713,6.27,77.5795,F4V,0.462,Phe,
7213,,1.548903,-36.865231,5.49,84.3882,K1/K2III,1.021,Scl,
7243,,1.555077,8.208738,6.31,147.929,K0,0.8,Psc,
7251,,1.557142,58.327334,5.69,675.6757,K0Ib+...,1.435,Cas,
7271,,1.560901,-78.50482,6.11,124.6883,G3IV,0.97,Hyi,
7276,,1.561899,-7.025341,5.75,29.5159,G2IV,0.639,Cet,
7283,,1.563487,89.015639,6.46,103.0928,A3V,0.107,UMi,
7294,,1.565528,59.23204,4.68,63.8162,K0III,0.991,Cas,Chi
7321,,1.571279,37.237146,5.9,143.472,B9IV,-0.067,And,
7345,,1.57716,-15.676359,5.62,59.3824,A1V,0.066,Cet,
7359,,1.580296,18.460512,5.9,163.1321,M2III,1.536,Psc,
7361,,1.580775,-31.892317,6.11,114.4165,K0/K1III,1.109,Scl,
7362,,1.580922,-3.523889,6.44,343.6426,K0,1.341,Cet,
7363,,1.580992,-23.699681,6.41,220.7506,K2III,1.306,Cet,
7387,,1.587465,-58.139475,6.03,40.1929,F2V,0.382,Hyi,
7436,,1.596234,14.661422,6.23,476.1905,B9.5III,-0.036,Psc,
7443,,1.597382,-39.947126,6.43,38.1825,F3/F5V,0.415,Phe,
7444,,1.59793,41.07642,6.39,120.048,K1III,1.122,And,
7447,,1.598542,17.433841,5.95,58.072,F0IV,0.259,Psc,
7450,,1.599713,-15.400183,5.41,167.5042,K1III,1.226,Cet,
7463,,1.602361,-29.907317,5.69,69.3481,F2V,0.335,Scl,Tau
7493,,1.607557,48.722776,6.2,157.2327,K1III:,1.237,And,
7505,,1.612091,7.831529,6.39,282.4859,M0,1.605,Psc,
7506,,1.61244,-58.270966,6.18,228.833,M3III,1.607,Hyi,
7513,Titawin,1.613299,41.405459,4.1,13.4916,F8V,0.536,And,Ups
7535,,1.61831,12.141535,5.54,35.0877,F0V,0.347,Psc,Pi
7568,,1.624389,-84.769593,5.66,116.6861,K0III,0.939,Oct,
7580,,1.62714,-9.403782,6.24,40.3877,F7V,0.528,Cet,
7588,Achernar,1.628556,-57.236757,0.45,42.7533,B3Vp,-0.158,Eri,Alp
7593,,1.629778,64.739357,6.49,558.6592,A6Iab,0.776,Cas,
7597,,1.63113,-3.440678,6.43,251.8892,K5,1.568,Cet,
7601,,1.631959,-82.974995,5.88,27.3823,G2V,0.62,Oct,
7607,Nembus,1.633205,48.628213,3.59,54.3183,K3III,1.275,And,
7617,,1.635435,57.977631,5.55,534.7594,G5II,1.388,Cas,
7643,,1.640968,-36.528251,5.94,101.833,K0III,1.045,Scl,
7650,,1.641926,73.04004,5.28,140.4494,G8II-IIIvar,0.972,Cas,
7651,,1.642174,45.399706,6.38,160.5136,B9pe...,-0.021,And,
7679,,1.647718,-21.275384,5.58,77.2798,F0V,0.346,Cet,
7719,,1.655835,44.386165,5.01,76.746,G8III...,0.883,And,Chi
7740,,1.661338,16.405858,5.98,120.1923,K2III,1.119,Psc,
7751,p Eridani,1.663169,-56.1964,5.76,7.8223,K0V,0.88,Eri,
7786,,1.670308,53.868278,6.35,214.1328,K5III,1.608,Per,
7818,,1.676337,40.577049,4.96,218.3406,B8III,-0.068,And,Tau
7819,,1.676368,8.760769,6.34,54.7046,F2,0.401,Psc,
7825,,1.677674,43.297687,5.63,69.5894,A9IV:,0.214,And,
7874,,1.688435,25.745712,6.2,54.9451,F2III,0.459,Psc,
7879,,1.689256,-79.1482,6.33,120.7729,G6/G8III,0.947,Hyi,Tau-1
7884,,1.690526,5.487613,4.45,111.3586,K3III,1.347,Psc,Nu
7886,,1.69092,-38.132827,6.2,41.58,F3/F5IV/V,0.404,Scl,
7906,,1.694233,30.04712,5.97,157.7287,K0III,1.015,Tri,
7916,,1.695787,-11.324669,5.75,39.4477,F5V+...,0.443,Cet,
7918,,1.696383,42.613369,4.96,12.7389,G2V,0.618,And,
7921,,1.696655,-60.789339,5.7,111.4827,K2/K3III,1.264,Hyi,
7941,,1.700833,-36.832305,5.7,93.1099,A0V,-0.01,Scl,
7943,,1.700968,35.245707,5.63,84.246,B9IV-V,-0.059,Tri,
7955,,1.702389,-32.32697,5.25,65.8762,K1II/III,1.044,Scl,Pi
7963,,1.704915,58.627739,6.35,598.8024,B8III,-0.027,Cas,
7965,,1.705688,68.043021,5.57,119.1895,A0p SiSr,-0.049,Cas,
7978,,1.708125,-53.740834,5.52,17.4338,F8V,0.551,Eri,
7981,,1.70827,20.268504,5.24,7.5324,K1V,0.836,Psc,
7999,,1.712086,-3.6902,4.98,364.9635,K3II-III,1.378,Cet,
8016,,1.715493,70.622526,5.18,85.1064,B9V,-0.022,Cas,
8020,,1.7162,61.421073,6.33,446.4286,B7II,0.013,Cas,
8044,,1.721242,45.322649,6.33,57.7701,K2IV,1.02,And,
8046,,1.722151,60.551332,5.78,320.5128,B8IIIn,-0.01,Cas,
8068,,1.727675,50.688732,4.01,220.2643,B2Vpe,-0.098,Per,Phi
8086,,1.730596,32.192015,6.32,129.7017,G8III-IV SB,0.879,Tri,
8094,,1.731888,-4.765514,6.2,209.6436,K0,1.537,Cet,
8102,,1.734479,-15.93748,3.49,3.6502,G8V,0.727,Cet,Tau
8115,,1.738317,57.536617,6.18,84.9618,A3V,0.131,Cas,
8127,,1.740702,46.139692,6.32,192.3077,K5III,1.419,And,
8143,,1.745466,-6.766164,6.45,189.3939,G0,0.864,Cet,
8148,,1.746156,57.089226,6.25,193.4236,A2V,0.062,Cas,
8159,,1.748841,20.083149,6.27,32.5733,G5IV,0.72,Psc,
8198,Torcular,1.756564,9.157736,4.26,85.6898,K0III,0.942,Psc,Omi
8209,,1.760763,-25.05261,5.29,28.1136,F2IV,0.395,Scl,Eps
8230,,1.766461,-5.733299,5.37,168.9189,K4III,1.517,Cet,
8233,,1.766959,-27.348831,6.38,43.4972,F2V,0.366,For,
8240,,1.76832,-50.816256,5.49,194.5525,M3III,1.615,Phe,
8241,,1.768392,-53.522037,5.04,62.0347,A1V,0.031,Eri,
8320,,1.787972,-41.759926,6.18,184.1621,K5/M0III,1.544,Phe,
8362,,1.795668,63.852501,5.63,10.0675,K0V,0.804,Cas,
8366,,1.796291,-80.176311,6.05,61.8429,F0III,0.338,Hyi,Tau-2
8369,,1.796602,-37.159483,6.33,157.2327,K0III,1.016,For,
8370,,1.79667,46.22975,6.33,58.8582,F6V,0.461,And,
8387,,1.803038,16.955551,5.86,84.3882,B9.5V,-0.039,Ari,
8404,,1.807227,3.685447,5.91,98.4252,G9III,0.97,Psc,
8423,,1.810808,37.95287,5.94,104.6025,K0III,0.975,And,
8433,,1.81155,32.69021,5.78,27.8552,F8V,0.572,Tri,
8475,,1.820986,47.896924,6.01,127.551,A3V,0.17,Per,
8480,,1.822059,-31.072463,6.35,154.0832,K2/K3III,1.222,For,
8497,,1.826418,-10.68641,4.66,23.1857,F3III,0.333,Cet,Chi
8514,,1.83024,-38.402797,6.37,27.3523,F6V,0.523,For,
8544,,1.835714,22.275338,5.83,179.5332,K1III+...,0.743,Ari,
8552,,1.83893,-47.816392,6.14,151.9757,K1IV,0.998,Phe,
8588,,1.84777,11.043378,5.92,42.0168,F2Vw,0.302,Ari,
8593,,1.848459,-50.206138,5.94,77.1605,A1V,0.154,Phe,
8598,,1.849198,51.933417,5.96,41.684,F5V,0.419,Per,
8641,,1.857321,-39.835935,6.44,161.8123,K1IIICN...,1.094,Phe,
8645,Baten Kaitos,1.857676,-10.335038,3.74,72.0461,K2III,1.136,Cet,Zet
8664,,1.8605,-6.874143,6.42,167.5042,K0,1.233,Cet,
8688,,1.862805,-15.64748,6.44,355.8719,M2III,1.608,Cet,
8704,,1.866476,55.147385,5.53,396.8254,B1.5V,-0.175,Per,
8714,,1.869268,50.792794,5.7,147.929,B9p...,-0.067,Per,
8771,,1.880758,51.474836,6.28,129.5337,A3V,0.05,Per,
8778,,1.881142,-16.92925,5.78,94.162,F0V,0.26,Cet,
8796,Mothallah,1.884696,29.578829,3.42,19.4175,F6IV,0.488,Tri,Alp
8814,,1.888152,40.72979,5.42,193.4236,K1III,1.311,And,
8820,,1.889764,-38.594632,6.09,111.1111,K1/K2III,1.125,For,
8832,Mesarthim,1.89217,19.293852,3.88,50.3018,A1p Si,-0.047,Ari,Gam-2
8833,,1.892597,3.187536,4.61,54.9149,K0III SB,0.928,Psc,Xi
8837,,1.894102,-46.302669,4.39,104.8218,M4III SB,1.597,Phe,Psi
8847,,1.896803,55.597639,6.44,70.8215,A5m,0.185,Per,
8882,,1.906122,-42.49695,5.12,94.0734,A3V,-0.06,Phe,Phi
8886,Segin,1.906584,63.670101,3.35,126.2626,B2pvar,-0.15,Cas,Eps
8903,Sheratan,1.910668,20.808035,2.64,17.9856,A5V...,0.165,Ari,Bet
8922,,1.914938,40.702034,6.25,90.2527,K2,1.262,And,
8928,,1.915572,-67.647303,4.68,67.0691,G5III,0.931,Hyi,Eta-2
8930,,1.916015,37.12829,6.28,163.6661,K0,1.169,And,
8957,,1.92213,-60.312484,6.43,55.5864,F2V,0.409,Hyi,
8983,,1.929576,-60.860975,6.07,47.4383,F0IV/V,0.356,Hyi,
8991,,1.930642,-78.348548,6.15,40.6174,F5/F6IV/V,0.448,Hyi,Sig
8993,,1.930844,23.577322,5.76,170.9402,K1III,1.185,Ari,
8998,,1.93162,1.849982,6.01,39.8883,F7V+...,0.549,Cet,
9001,,1.9318,37.277786,5.89,282.4859,K5III,1.599,And,
9007,,1.932564,-51.608896,3.69,17.8508,G5IV,0.844,Eri,Chi
9009,,1.933337,68.685242,4.97,215.0538,B8III,-0.084,Cas,Ome
9021,,1.935927,37.25183,5.69,96.9932,G8III...,1.06,And,
9022,,1.935945,-49.836446,6.37,200.4008,B8/B9V,-0.081,Eri,
9061,,1.944499,-22.526785,4.92,108.2251,K3III,1.434,Cet,
9085,,1.949961,-51.766244,6.1,26.8673,F8V,0.487,Eri,
9094,,1.952669,-10.242427,6.42,32.8515,G5,0.817,Cet,
9095,,1.952792,-47.385277,4.82,76.1035,G8III,0.864,Phe,
9110,,1.955848,17.817532,5.09,159.4896,K1p...,0.921,Ari,Iot
9132,,1.962151,27.804381,5.84,140.2525,M2III,1.576,Tri,
9149,,1.964821,-65.4247,6.36,169.7793,G8II/III,0.906,Hyi,
9153,,1.965478,23.596061,4.79,39.4945,F0V,0.29,Ari,Lam
9163,,1.966454,47.09552,6.48,680.2721,K0,1.203,And,
9207,,1.974078,-33.066787,6.37,129.7017,K0III,1.006,For,
9220,,1.975896,61.697788,6.02,223.7136,B5III,-0.042,Cas,
9222,,1.975973,49.204352,5.7,75.0188,K0IV,1.005,Per,
9236,,1.979451,-61.569859,2.86,22.0119,F0V,0.29,Hyi,Alp
9237,,1.979444,-11.300955,6.46,109.7695,G5,1.128,Cet,
9295,,1.990524,12.294876,6.09,98.6193,A6V,0.186,Ari,
9307,,1.993244,21.05857,5.89,119.9041,K0III-IV,1.031,Ari,
9312,,1.993892,64.621602,5.29,75.3012,A0Vn,0.002,Cas,
9313,,1.994118,-42.030532,5.57,89.9281,K1III,1.052,Phe,
9318,,1.99475,-66.066558,6.09,136.612,K2III,1.176,Hyi,
9326,,1.996166,-20.824539,5.43,180.5054,M0/M1III,1.64,Cet,
9347,,2.000084,-21.077831,3.99,89.7666,K5/M0III,1.554,Cet,Ups
9353,,2.002544,3.097015,5.89,33.5008,G2IV,0.61,Psc,
9372,,2.007451,-8.523873,5.43,145.9854,M3III,1.391,Cet,
9440,,2.020759,-30.00183,5.34,90.2527,G8III,0.883,For,Pi
9459,,2.02844,-44.713509,5.15,115.0748,K5III,1.471,Phe,Chi
9480,,2.032644,70.90702,4.49,35.2609,A3IV,0.164,Cas,
9487,Alrescha,2.034117,2.763759,3.82,46.1681,A2,0.024,Psc,Alp
9505,,2.038359,54.487541,4.99,223.2143,B8III,-0.071,Per,
9521,,2.041185,-29.665642,6.4,147.0588,A3III,0.135,For,
9533,,2.043077,13.476716,5.97,206.1856,M2III,1.584,Ari,
9562,,2.047705,-23.886628,6.3,257.0694,K2III,1.34,For,
9564,,2.047913,64.901466,6.0,83.8926,A1Vn,0.029,Cas,
9568,,2.049177,77.916263,6.04,295.858,K0,1.107,Cep,
9570,,2.049433,33.284135,5.5,120.048,A2V,0.029,Tri,Eps
9572,,2.049602,-15.305932,5.87,109.8901,K0II/III,0.966,Cet,
9573,,2.050052,64.390018,5.59,537.6344,B8Ib,0.325,Cas,
9586,,2.052914,73.85057,6.12,118.624,A5III,0.162,Cas,
9589,,2.053236,0.128507,5.42,86.1326,A5III,0.146,Cet,
9598,,2.057268,72.421294,3.95,48.1696,A2V,-0.002,Cas,
9621,,2.060927,25.935471,5.64,48.7092,F8IV,0.537,Ari,
9622,,2.061247,-4.103516,5.61,166.113,K5Iab:,1.589,Cet,
9627,,2.061836,18.253238,6.24,272.4796,K4III,1.424,Ari,
9631,,2.063381,-0.340251,5.96,110.9878,G5V...,0.851,Cet,
9640,Almach,2.064984,42.329725,2.1,120.4819,B8V,1.37,And,Gam-1
9655,,2.07013,-11.85977,6.43,404.8583,K4III,1.498,Cet,
9677,,2.074844,-29.296819,4.68,113.7656,B9.5p (Si),-0.156,For,Nu
9685,,2.076413,-54.881689,6.45,47.7555,F2V,0.386,Eri,
9706,,2.080836,7.735664,6.44,127.8772,K0,1.114,Psc,
9727,,2.085315,77.281341,5.27,33.1565,F0Vn,0.345,Cas,
9763,,2.092103,76.11506,5.22,122.6994,G8III,0.954,Cas,
9809,,2.103406,8.248114,6.27,248.139,M4,1.636,Psc,
9827,,2.108141,0.035384,6.29,184.5018,K0,0.897,Cet,
9836,,2.109423,22.648317,5.03,55.6793,A2m,0.121,Ari,Kap
9859,,2.113676,25.704553,6.01,268.8172,B9IV-Vn,-0.03,Ari,
9862,,2.114458,-19.138869,6.39,89.7666,K1III,1.143,Cet,
9884,Hamal,2.119555,23.462423,2.01,20.1776,K2III,1.151,Ari,Alp
9951,,2.134913,-41.88042,6.5,93.4579,A4V,0.205,Phe,
9977,,2.141454,37.859077,4.78,58.6854,A5IV-V,0.12,And,
9983,,2.142655,44.459429,6.38,125.9446,G8III,0.965,And,
9990,,2.144606,58.423601,5.66,100000.0,A1Ia,0.595,Per,
9999,,2.146017,-17.779155,6.07,283.2861,M1III,1.661,Cet,
10035,,2.152584,-43.516596,5.84,159.7444,K1III,1.197,Phe,
10050,,2.156419,17.224196,6.4,37.5375,F5V,0.471,Ari,
10053,,2.157036,25.939892,4.98,88.4956,F2III,0.339,Ari,
10054,,2.157062,81.295945,6.05,70.5716,A1V,0.118,Cep,
10064,,2.159058,34.987297,3.0,38.8954,A5III,0.14,Tri,Bet
10069,,2.159668,-24.345785,6.48,66.7111,F0IV/V,0.289,For,
10096,,2.163461,-40.866501,6.49,71.1744,F3V,0.43,Phe,
10111,,2.168,-43.815574,6.32,111.9821,G8III,0.899,Phe,
10115,,2.168817,53.843091,6.31,176.0563,G8III,0.948,Per,
10138,,2.173673,-50.823725,6.12,10.7828,K0V,0.812,Eri,
10155,,2.177109,19.500338,5.68,171.2329,M3III,1.641,Ari,
10176,,2.181342,39.039526,6.09,139.6648,B9V,-0.054,And,
10203,,2.186682,25.936938,6.01,235.2941,K4III,1.365,Ari,
10212,,2.189189,8.569805,5.64,40.7166,G0IV,0.569,Cet,
10215,,2.189507,-10.052162,6.0,47.5964,F5V,0.418,Cet,
10220,,2.190283,31.526398,6.24,108.2251,A1m,0.112,Tri,
10227,,2.191443,57.645543,6.38,100000.0,B5Ia,0.298,Per,
10234,,2.193287,-1.825429,5.94,119.0476,G9III:,0.967,Cet,
10273,,2.20438,2.745551,6.49,159.2357,G5,1.039,Cet,
10280,,2.206191,30.303067,4.94,89.1266,F5V comp SB,0.77,Tri,
10296,,2.210427,24.167778,5.96,228.833,K0,1.366,Ari,
10305,,2.213206,-2.393637,5.65,39.6983,F8V,0.546,Cet,
10306,,2.213355,21.210993,5.23,28.8684,F5V,0.457,Ari,Eta
10309,,2.21388,79.69154,6.46,140.8451,A3,0.24,Cep,
10320,,2.21513,-30.723825,5.27,98.2318,A0V,-0.013,For,Mu
10324,,2.216665,8.846717,4.36,117.5088,G8II:,0.878,Cet,Xi-1
10326,,2.21694,-21.000137,5.86,106.383,K0III,1.006,Cet,
10328,,2.217584,15.27986,5.72,146.8429,M0III,1.551,Ari,
10340,,2.220369,44.231652,4.84,162.6016,K4III,1.476,And,
10350,,2.22252,74.027721,6.25,145.5604,G8III,0.915,Cas,
10361,,2.225975,53.058589,6.5,100000.0,K5,1.661,Per,
10366,,2.226728,51.065818,5.31,64.9773,G8III:var,0.926,And,
10379,,2.228225,58.560586,6.43,100000.0,A3Iab,0.554,Per,
10396,,2.231543,-9.06463,6.43,314.4654,K0,1.415,Cet,
10403,,2.234022,47.484241,6.05,39.5883,F5V,0.406,And,
10418,,2.237366,-67.841441,5.57,238.0952,M1III,1.556,Hyi,Pi-1
10438,,2.241417,66.524428,6.05,218.8184,B9V+...,0.641,Cas,
10440,,2.242208,-41.166765,5.91,105.7082,G9III,0.965,Phe,
10446,,2.24388,28.691185,6.35,64.2261,K1III,0.957,Tri,
10513,,2.25794,-67.746366,5.67,149.7006,K2III,1.306,Hyi,Pi-2
10535,,2.261884,25.043043,5.57,51.0725,F6V,0.52,Ari,
10540,,2.262789,25.782937,5.79,42.1053,F6IV-V,0.439,Ari,
10559,,2.265635,33.358895,5.25,86.0585,A0V,-0.004,Tri,
10562,,2.266033,47.811937,6.37,110.8647,G9III-IV,1.029,And,
10602,,2.275154,-51.512165,3.56,47.1254,B8IV-V,-0.12,Eri,Phi
10623,,2.279251,83.561414,6.45,129.199,K0,0.951,Cep,
10633,,2.281032,57.055246,6.48,100000.0,B1Iab,0.281,Per,
10642,,2.283068,-6.422116,5.51,102.0408,G8III,0.962,Cet,
10644,Deltoton,2.284191,34.224231,4.84,10.784,G0V,0.607,Tri,Del
10670,,2.288573,33.847194,4.03,34.4353,A1Vnn,0.019,Tri,Gam
10718,,2.29996,57.89982,5.75,125.9446,K3III,1.175,Per,
10723,,2.3004,1.757802,5.6,24.3546,G0.5IV,0.588,Cet,
10729,,2.301275,57.516321,5.99,251.2563,G7III,1.039,Per,
10732,,2.302094,19.901164,5.58,137.1742,A1Vn,0.011,Ari,The
10793,,2.315831,28.642674,5.29,115.4734,A2V,0.037,Tri,
10795,,2.316097,23.167815,6.45,93.4579,A7V,0.376,Ari,
10798,,2.316255,-25.945687,6.33,12.6695,G8V,0.724,For,
10814,,2.319675,46.472261,6.21,136.612,A4V,0.164,And,
10819,,2.321337,47.379973,5.31,75.358,A1V,0.006,And,
10826,Mira,2.322442,-2.977643,6.47,91.659,M5e-M9e,0.966,Cet,Omi
10830,,2.322974,48.955463,6.44,63.9795,F4V,0.427,And,
10832,,2.323546,-41.848367,6.36,192.6782,K2III,1.162,Phe,
10854,,2.327994,-4.345573,6.5,125.4705,A3V,0.082,Cet,
10871,,2.331739,-55.944796,5.81,189.0359,K5III,1.57,Hor,
10924,,2.344864,47.310804,6.17,243.9024,B5V,-0.094,And,
10944,,2.349499,50.151466,5.57,120.3369,B9p Si,-0.089,And,
11001,,2.362498,-68.659418,4.08,42.8266,A3V,0.034,Hyi,Del
11020,,2.365399,57.242916,6.4,100000.0,A1Ia,0.569,Per,
11021,,2.36573,0.395675,5.29,330.033,M2III,1.648,Cet,
11029,,2.367092,-10.777534,5.43,29.656,F0V,0.364,Cet,
11033,,2.368051,-17.662169,5.89,135.6852,K2III,1.231,Cet,
11043,,2.369927,-43.199811,6.3,136.7989,K0III,0.991,Phe,
11046,,2.37011,-0.884852,5.42,80.1282,F0Vn,0.335,Cet,
11060,,2.372621,55.845653,5.16,100000.0,A2Ia,0.369,Per,
11072,,2.375704,-23.816326,5.19,21.9635,G2V,0.608,For,Kap
11090,,2.380644,41.396297,5.81,47.0146,F0III-IV,0.289,And,
11095,,2.38123,-73.645792,5.99,97.2763,K0III,1.088,Hyi,Kap
11102,,2.381852,-51.092129,5.9,60.8643,A5V,0.213,Eri,
11108,,2.382673,-18.354982,6.22,126.1034,G8/K0III,0.942,Cet,
11121,,2.385166,-37.576144,6.47,271.0027,K2III,1.592,For,
11174,,2.397707,55.364861,6.29,934.5794,F7Ib,0.845,Per,
11212,,2.405588,-25.847459,6.45,188.6792,K3III,1.321,For,
11220,,2.406919,50.006546,5.19,122.399,G8III,0.979,And,
11231,,2.4094,-40.840458,6.17,31.1818,G5IV,0.653,Phe,
11249,,2.413627,10.610565,5.48,267.3797,B7IV,-0.098,Ari,Xi
